date,category,product,distribution_center,supplier,manual_forecast,actual_demand,stock_level,lead_time_days,delivery_performance,customer_satisfaction,allocation_efficiency,forecast_accuracy,stockout,stockout_qty,overstock,overstock_qty,forecast_error,forecast_error_pct,forecast_bias
2024-03-03,Sports,Running Shoes,South DC,Supplier E,121,106,136,16,99,4.08,71.7,85.85,False,0,True,30,15,14.15,Over-forecast
2024-03-03,Beauty,Hair Dryer,South DC,Supplier E,217,248,239,20,70,3.42,96.37,87.5,True,9,False,0,-31,12.5,Under-forecast
2024-03-03,Beauty,Hair Dryer,East DC,Supplier A,111,103,125,3,100,5.0,78.64,92.23,False,0,True,22,8,7.77,Accurate
2024-03-03,Beauty,Skincare,East DC,Supplier B,228,209,240,8,80,4.69,85.17,90.91,False,0,False,31,19,9.09,Over-forecast
2024-03-03,Beauty,Skincare,West DC,Supplier C,311,265,347,6,97,4.11,69.06,82.64,False,0,True,82,46,17.36,Over-forecast
2024-03-03,Beauty,Shampoo,Central DC,Supplier A,100,114,111,5,90,3.61,97.37,87.72,True,3,False,0,-14,12.28,Under-forecast
2024-03-03,Beauty,Shampoo,West DC,Supplier B,226,256,249,2,97,4.29,97.27,88.28,True,7,False,0,-30,11.72,Under-forecast
2024-03-04,Electronics,Tablet,South DC,Supplier A,154,177,165,1,97,3.79,93.22,87.01,True,12,False,0,-23,12.99,Under-forecast
2024-03-04,Electronics,Tablet,East DC,Supplier C,108,132,118,9,100,2.97,89.39,81.82,True,14,False,0,-24,18.18,Under-forecast
2024-03-04,Electronics,Laptop,East DC,Supplier C,143,167,157,4,99,4.05,94.01,85.63,True,10,False,0,-24,14.37,Under-forecast
2024-03-04,Electronics,Laptop,Central DC,Supplier A,102,94,107,4,100,5.0,86.17,91.49,False,0,False,13,8,8.51,Accurate
2024-03-04,Electronics,Camera,East DC,Supplier D,80,94,86,9,101,4.18,91.49,85.11,True,8,False,0,-14,14.89,Under-forecast
2024-03-04,Electronics,Camera,Central DC,Supplier D,119,144,136,7,97,4.29,94.44,82.64,True,8,False,0,-25,17.36,Under-forecast
2024-03-04,Clothing,Sweater,South DC,Supplier A,295,253,315,4,100,4.26,75.49,83.4,False,0,True,62,42,16.6,Over-forecast
2024-03-04,Clothing,Sweater,Central DC,Supplier D,138,122,145,9,99,4.29,81.15,86.89,False,0,False,23,16,13.11,Over-forecast
2024-03-04,Clothing,Jeans,West DC,Supplier A,178,161,193,2,100,4.23,80.12,89.44,False,0,False,32,17,10.56,Over-forecast
2024-03-04,Clothing,Jeans,Central DC,Supplier A,250,227,286,2,100,4.65,74.01,89.87,False,0,True,59,23,10.13,Over-forecast
2024-03-04,Clothing,T-shirt,Central DC,Supplier D,300,269,336,6,101,4.47,75.09,88.48,False,0,True,67,31,11.52,Over-forecast
2024-03-04,Clothing,T-shirt,West DC,Supplier A,228,282,253,2,97,3.07,89.72,80.85,True,29,False,0,-54,19.15,Under-forecast
2024-03-04,Food,Eggs,South DC,Supplier B,206,174,236,4,100,4.43,64.37,81.61,False,0,True,62,32,18.39,Over-forecast
2024-03-04,Food,Eggs,East DC,Supplier C,276,312,307,5,101,4.19,98.4,88.46,True,5,False,0,-36,11.54,Under-forecast
2024-03-04,Food,Chocolate,East DC,Supplier E,350,324,383,16,60,4.03,81.79,91.98,False,0,False,59,26,8.02,Over-forecast
2024-03-04,Food,Chocolate,West DC,Supplier E,280,247,313,10,103,4.22,73.28,86.64,False,0,True,66,33,13.36,Over-forecast
2024-03-04,Food,Coffee,West DC,Supplier B,245,296,277,7,90,3.65,93.58,82.77,True,19,False,0,-51,17.23,Under-forecast
2024-03-04,Food,Coffee,East DC,Supplier C,345,317,391,11,80,4.83,76.66,91.17,False,0,True,74,28,8.83,Over-forecast
2024-03-04,Home Goods,Pillow,West DC,Supplier E,78,66,88,15,97,4.59,66.67,81.82,False,0,True,22,12,18.18,Over-forecast
2024-03-04,Home Goods,Pillow,Central DC,Supplier E,123,105,140,14,90,4.16,66.67,82.86,False,0,True,35,18,17.14,Over-forecast
2024-03-04,Home Goods,Rug,West DC,Supplier D,71,83,75,9,101,3.66,90.36,85.54,True,8,False,0,-12,14.46,Under-forecast
2024-03-04,Home Goods,Rug,South DC,Supplier D,79,68,85,12,100,4.32,75.0,83.82,False,0,True,17,11,16.18,Over-forecast
2024-03-04,Home Goods,Curtains,East DC,Supplier E,104,122,117,11,101,4.15,95.9,85.25,True,5,False,0,-18,14.75,Under-forecast
2024-03-04,Home Goods,Curtains,West DC,Supplier B,154,142,174,5,100,4.75,77.46,91.55,False,0,True,32,12,8.45,Over-forecast
2024-03-04,Sports,Yoga Mat,South DC,Supplier E,154,136,163,13,80,3.91,80.15,86.76,False,0,False,27,18,13.24,Over-forecast
2024-03-04,Sports,Yoga Mat,Central DC,Supplier D,69,61,78,7,100,4.28,72.13,86.89,False,0,True,17,8,13.11,Accurate
2024-03-04,Sports,Running Shoes,West DC,Supplier C,98,115,103,5,97,3.32,89.57,85.22,True,12,False,0,-17,14.78,Under-forecast
2024-03-04,Sports,Running Shoes,South DC,Supplier C,157,193,167,4,97,3.67,86.53,81.35,True,26,False,0,-36,18.65,Under-forecast
2024-03-04,Sports,Fitness Tracker,East DC,Supplier D,75,89,79,8,105,3.48,88.76,84.27,True,10,False,0,-14,15.73,Under-forecast
2024-03-04,Sports,Fitness Tracker,South DC,Supplier C,50,63,53,6,100,3.35,84.13,79.37,True,10,False,0,-13,20.63,Under-forecast
2024-03-04,Beauty,Makeup,Central DC,Supplier A,248,220,277,3,97,3.99,74.09,87.27,False,0,True,57,28,12.73,Over-forecast
2024-03-04,Beauty,Makeup,South DC,Supplier A,74,87,78,4,100,3.48,89.66,85.06,True,9,False,0,-13,14.94,Under-forecast
2024-03-04,Beauty,Hair Dryer,South DC,Supplier A,80,91,85,2,97,4.4,93.41,87.91,True,6,False,0,-11,12.09,Under-forecast
2024-03-04,Beauty,Hair Dryer,West DC,Supplier A,137,117,156,3,100,4.65,66.67,82.91,False,0,True,39,20,17.09,Over-forecast
2024-03-04,Beauty,Perfume,South DC,Supplier B,202,187,227,2,97,4.76,78.61,91.98,False,0,True,40,15,8.02,Over-forecast
2024-03-04,Beauty,Perfume,Central DC,Supplier D,110,94,120,12,80,4.18,72.34,82.98,False,0,True,26,16,17.02,Over-forecast
2024-03-05,Electronics,Laptop,Central DC,Supplier B,109,127,122,6,100,4.21,96.06,85.83,True,5,False,0,-18,14.17,Under-forecast
2024-03-05,Electronics,Laptop,East DC,Supplier C,75,94,82,8,90,2.93,87.23,79.79,True,12,False,0,-19,20.21,Under-forecast
2024-03-05,Electronics,Phone,Central DC,Supplier C,77,93,85,5,97,3.97,91.4,82.8,True,8,False,0,-16,17.2,Under-forecast
2024-03-05,Electronics,Phone,South DC,Supplier E,155,138,170,15,99,4.01,76.81,87.68,False,0,True,32,17,12.32,Over-forecast
2024-03-05,Electronics,Smart Watch,West DC,Supplier B,159,145,172,3,97,5.0,81.38,90.34,False,0,False,27,14,9.66,Over-forecast
2024-03-05,Electronics,Smart Watch,South DC,Supplier C,144,173,157,6,90,3.68,90.75,83.24,True,16,False,0,-29,16.76,Under-forecast
2024-03-05,Clothing,Sweater,South DC,Supplier B,266,222,304,4,97,4.6,63.06,80.18,False,0,True,82,44,19.82,Over-forecast
2024-03-05,Clothing,Sweater,East DC,Supplier E,135,120,150,20,90,4.22,75.0,87.5,False,0,True,30,15,12.5,Over-forecast
2024-03-05,Clothing,Jacket,South DC,Supplier A,126,146,132,1,97,4.21,90.41,86.3,True,14,False,0,-20,13.7,Under-forecast
2024-03-05,Clothing,Jacket,West DC,Supplier E,243,289,275,17,100,4.01,95.16,84.08,True,14,False,0,-46,15.92,Under-forecast
2024-03-05,Clothing,T-shirt,West DC,Supplier C,174,195,196,10,80,3.82,99.49,89.23,False,0,False,1,-21,10.77,Under-forecast
2024-03-05,Clothing,T-shirt,South DC,Supplier A,120,108,137,3,97,4.73,73.15,88.89,False,0,True,29,12,11.11,Over-forecast
2024-03-05,Food,Coffee,West DC,Supplier B,187,228,211,3,99,3.85,92.54,82.02,True,17,False,0,-41,17.98,Under-forecast
2024-03-05,Food,Coffee,East DC,Supplier B,408,342,458,5,97,4.36,66.08,80.7,False,0,True,116,66,19.3,Over-forecast
2024-03-05,Food,Milk,Central DC,Supplier D,295,354,325,7,100,4.36,91.81,83.33,True,29,False,0,-59,16.67,Under-forecast
2024-03-05,Food,Milk,South DC,Supplier D,353,320,374,14,70,3.82,83.12,89.69,False,0,False,54,33,10.31,Over-forecast
2024-03-05,Food,Cheese,East DC,Supplier D,199,169,210,10,80,4.34,75.74,82.25,False,0,True,41,30,17.75,Over-forecast
2024-03-05,Food,Cheese,West DC,Supplier A,365,311,396,4,100,4.68,72.67,82.64,False,0,True,85,54,17.36,Over-forecast
2024-03-05,Home Goods,Table,Central DC,Supplier E,70,59,76,21,90,4.51,71.19,81.36,False,0,True,17,11,18.64,Over-forecast
2024-03-05,Home Goods,Table,South DC,Supplier D,56,70,63,9,90,3.71,90.0,80.0,True,7,False,0,-14,20.0,Under-forecast
2024-03-05,Home Goods,Chair,West DC,Supplier D,94,108,105,9,97,3.88,97.22,87.04,True,3,False,0,-14,12.96,Under-forecast
2024-03-05,Home Goods,Chair,Central DC,Supplier A,103,122,115,4,90,4.2,94.26,84.43,True,7,False,0,-19,15.57,Under-forecast
2024-03-05,Home Goods,Lamp,South DC,Supplier E,140,118,156,14,97,4.22,67.8,81.36,False,0,True,38,22,18.64,Over-forecast
2024-03-05,Home Goods,Lamp,Central DC,Supplier B,82,76,92,5,97,4.91,78.95,92.11,False,0,True,16,6,7.89,Accurate
2024-03-05,Sports,Fitness Tracker,West DC,Supplier B,140,159,155,5,97,3.73,97.48,88.05,True,4,False,0,-19,11.95,Under-forecast
2024-03-05,Sports,Fitness Tracker,East DC,Supplier A,80,69,87,4,100,4.2,73.91,84.06,False,0,True,18,11,15.94,Over-forecast
2024-03-05,Sports,Dumbbells,West DC,Supplier D,127,117,137,11,99,4.83,82.91,91.45,False,0,False,20,10,8.55,Accurate
2024-03-05,Sports,Dumbbells,East DC,Supplier A,84,93,90,1,97,4.78,96.77,90.32,True,3,False,0,-9,9.68,Accurate
2024-03-05,Sports,Yoga Mat,South DC,Supplier D,77,65,87,6,97,4.32,66.15,81.54,False,0,True,22,12,18.46,Over-forecast
2024-03-05,Sports,Yoga Mat,East DC,Supplier C,119,107,131,5,101,4.31,77.57,88.79,False,0,True,24,12,11.21,Over-forecast
2024-03-05,Beauty,Perfume,Central DC,Supplier B,137,170,154,6,100,4.18,90.59,80.59,True,16,False,0,-33,19.41,Under-forecast
2024-03-05,Beauty,Perfume,West DC,Supplier C,85,72,90,4,99,4.05,75.0,81.94,False,0,True,18,13,18.06,Over-forecast
2024-03-05,Beauty,Skincare,Central DC,Supplier D,211,185,222,9,90,3.85,80.0,85.95,False,0,False,37,26,14.05,Over-forecast
2024-03-05,Beauty,Skincare,East DC,Supplier C,86,96,90,6,99,4.28,93.75,89.58,True,6,False,0,-10,10.42,Under-forecast
2024-03-05,Beauty,Hair Dryer,West DC,Supplier D,233,210,247,10,97,4.24,82.38,89.05,False,0,False,37,23,10.95,Over-forecast
2024-03-05,Beauty,Hair Dryer,South DC,Supplier D,117,103,127,11,97,4.23,76.7,86.41,False,0,True,24,14,13.59,Over-forecast
2024-03-06,Electronics,Laptop,East DC,Supplier E,221,186,234,16,99,4.48,74.19,81.18,False,0,True,48,35,18.82,Over-forecast
2024-03-06,Electronics,Laptop,Central DC,Supplier D,167,144,190,3,103,4.65,68.06,84.03,False,0,True,46,23,15.97,Over-forecast
2024-03-06,Electronics,Phone,East DC,Supplier C,111,97,116,5,100,4.28,80.41,85.57,False,0,False,19,14,14.43,Over-forecast
2024-03-06,Electronics,Phone,Central DC,Supplier A,97,113,104,3,100,4.38,92.04,85.84,True,9,False,0,-16,14.16,Under-forecast
2024-03-06,Electronics,Tablet,East DC,Supplier E,94,108,99,10,100,3.53,91.67,87.04,True,9,False,0,-14,12.96,Under-forecast
2024-03-06,Electronics,Tablet,Central DC,Supplier C,153,167,160,6,101,4.34,95.81,91.62,True,7,False,0,-14,8.38,Under-forecast
2024-03-06,Clothing,Jacket,Central DC,Supplier D,110,102,118,14,80,4.65,84.31,92.16,False,0,False,16,8,7.84,Accurate
2024-03-06,Clothing,Jacket,West DC,Supplier C,161,139,173,4,99,4.53,75.54,84.17,False,0,True,34,22,15.83,Over-forecast
2024-03-06,Clothing,T-shirt,East DC,Supplier D,86,102,97,6,97,3.88,95.1,84.31,True,5,False,0,-16,15.69,Under-forecast
2024-03-06,Clothing,T-shirt,Central DC,Supplier D,236,270,265,6,101,3.77,98.15,87.41,True,5,False,0,-34,12.59,Under-forecast
2024-03-06,Clothing,Sweater,Central DC,Supplier C,244,220,261,9,80,4.01,81.36,89.09,False,0,False,41,24,10.91,Over-forecast
2024-03-06,Clothing,Sweater,East DC,Supplier B,111,102,119,1,101,4.62,83.33,91.18,False,0,False,17,9,8.82,Accurate
2024-03-06,Food,Eggs,Central DC,Supplier D,204,187,233,13,90,4.82,75.4,90.91,False,0,True,46,17,9.09,Over-forecast
2024-03-06,Food,Eggs,West DC,Supplier C,244,298,269,7,99,4.21,90.27,81.88,True,29,False,0,-54,18.12,Under-forecast
2024-03-06,Food,Chocolate,Central DC,Supplier E,411,374,459,10,101,5.0,77.27,90.11,False,0,True,85,37,9.89,Over-forecast
2024-03-06,Food,Chocolate,South DC,Supplier A,291,342,310,1,97,4.4,90.64,85.09,True,32,False,0,-51,14.91,Under-forecast
2024-03-06,Food,Cheese,West DC,Supplier B,410,378,450,2,99,5.0,80.95,91.53,False,0,False,72,32,8.47,Over-forecast
2024-03-06,Food,Cheese,East DC,Supplier D,329,399,372,3,103,4.22,93.23,82.46,True,27,False,0,-70,17.54,Under-forecast
2024-03-06,Home Goods,Pillow,East DC,Supplier D,61,54,69,10,100,4.57,72.22,87.04,False,0,True,15,7,12.96,Accurate
2024-03-06,Home Goods,Pillow,West DC,Supplier A,44,53,48,2,100,3.5,90.57,83.02,True,5,False,0,-9,16.98,Accurate
2024-03-06,Home Goods,Lamp,West DC,Supplier A,74,66,85,4,100,4.46,71.21,87.88,False,0,True,19,8,12.12,Accurate
2024-03-06,Home Goods,Lamp,East DC,Supplier B,85,100,96,4,100,4.11,96.0,85.0,True,4,False,0,-15,15.0,Under-forecast
2024-03-06,Home Goods,Curtains,South DC,Supplier C,101,119,112,8,97,3.91,94.12,84.87,True,7,False,0,-18,15.13,Under-forecast
2024-03-06,Home Goods,Curtains,Central DC,Supplier A,43,53,48,3,97,3.65,90.57,81.13,True,5,False,0,-10,18.87,Under-forecast
2024-03-06,Sports,Fitness Tracker,East DC,Supplier A,202,180,220,1,99,4.77,77.78,87.78,False,0,True,40,22,12.22,Over-forecast
2024-03-06,Sports,Fitness Tracker,South DC,Supplier E,104,91,110,24,60,3.52,79.12,85.71,False,0,True,19,13,14.29,Over-forecast
2024-03-06,Sports,Dumbbells,West DC,Supplier A,146,166,161,4,100,4.21,96.99,87.95,True,5,False,0,-20,12.05,Under-forecast
2024-03-06,Sports,Dumbbells,South DC,Supplier E,81,71,92,11,99,4.46,70.42,85.92,False,0,True,21,10,14.08,Accurate
2024-03-06,Sports,Running Shoes,West DC,Supplier D,107,131,120,9,90,4.12,91.6,81.68,True,11,False,0,-24,18.32,Under-forecast
2024-03-06,Sports,Running Shoes,South DC,Supplier B,188,164,208,6,100,4.59,73.17,85.37,False,0,True,44,24,14.63,Over-forecast
2024-03-06,Beauty,Skincare,West DC,Supplier A,104,96,115,2,100,4.6,80.21,91.67,False,0,False,19,8,8.33,Accurate
2024-03-06,Beauty,Skincare,South DC,Supplier D,110,136,126,9,103,3.76,92.65,80.88,True,10,False,0,-26,19.12,Under-forecast
2024-03-06,Beauty,Shampoo,East DC,Supplier D,74,83,80,14,90,4.01,96.39,89.16,True,3,False,0,-9,10.84,Accurate
2024-03-06,Beauty,Shampoo,South DC,Supplier E,92,84,100,23,50,4.35,80.95,90.48,False,0,False,16,8,9.52,Accurate
2024-03-06,Beauty,Makeup,West DC,Supplier C,82,95,86,9,100,3.46,90.53,86.32,True,9,False,0,-13,13.68,Under-forecast
2024-03-06,Beauty,Makeup,East DC,Supplier A,88,76,100,3,97,4.21,68.42,84.21,False,0,True,24,12,15.79,Over-forecast
2024-03-07,Electronics,Tablet,East DC,Supplier C,148,130,157,9,100,4.4,79.23,86.15,False,0,True,27,18,13.85,Over-forecast
2024-03-07,Electronics,Tablet,Central DC,Supplier B,153,170,162,2,97,4.0,95.29,90.0,True,8,False,0,-17,10.0,Under-forecast
2024-03-07,Electronics,Smart Watch,Central DC,Supplier E,98,87,107,16,101,4.36,77.01,87.36,False,0,True,20,11,12.64,Over-forecast
2024-03-07,Electronics,Smart Watch,West DC,Supplier E,96,111,108,13,105,4.21,97.3,86.49,True,3,False,0,-15,13.51,Under-forecast
2024-03-07,Electronics,Camera,East DC,Supplier A,152,137,172,1,97,4.17,74.45,89.05,False,0,True,35,15,10.95,Over-forecast
2024-03-07,Electronics,Camera,Central DC,Supplier E,127,142,135,22,80,3.71,95.07,89.44,True,7,False,0,-15,10.56,Under-forecast
2024-03-07,Clothing,Shoes,East DC,Supplier A,238,203,250,4,100,4.36,76.85,82.76,False,0,True,47,35,17.24,Over-forecast
2024-03-07,Clothing,Shoes,Central DC,Supplier B,187,210,209,3,97,3.77,99.52,89.05,True,1,False,0,-23,10.95,Under-forecast
2024-03-07,Clothing,Jeans,South DC,Supplier D,128,146,135,13,80,3.9,92.47,87.67,True,11,False,0,-18,12.33,Under-forecast
2024-03-07,Clothing,Jeans,West DC,Supplier C,188,160,206,8,97,4.59,71.25,82.5,False,0,True,46,28,17.5,Over-forecast
2024-03-07,Clothing,T-shirt,West DC,Supplier E,154,179,174,22,60,3.2,97.21,86.03,True,5,False,0,-25,13.97,Under-forecast
2024-03-07,Clothing,T-shirt,South DC,Supplier B,199,231,228,5,100,4.0,98.7,86.15,True,3,False,0,-32,13.85,Under-forecast
2024-03-07,Food,Chocolate,Central DC,Supplier B,444,403,485,2,101,4.01,79.65,89.83,False,0,True,82,41,10.17,Over-forecast
2024-03-07,Food,Chocolate,West DC,Supplier E,234,278,249,21,70,3.05,89.57,84.17,True,29,False,0,-44,15.83,Under-forecast
2024-03-07,Food,Eggs,East DC,Supplier D,373,313,410,9,100,4.32,69.01,80.83,False,0,True,97,60,19.17,Over-forecast
2024-03-07,Food,Eggs,West DC,Supplier E,443,382,498,14,101,4.17,69.63,84.03,False,0,True,116,61,15.97,Over-forecast
2024-03-07,Food,Coffee,Central DC,Supplier D,380,323,399,12,97,4.58,76.47,82.35,False,0,True,76,57,17.65,Over-forecast
2024-03-07,Food,Coffee,South DC,Supplier D,219,257,235,8,100,4.28,91.44,85.21,True,22,False,0,-38,14.79,Under-forecast
2024-03-07,Home Goods,Table,Central DC,Supplier B,79,67,83,5,100,3.97,76.12,82.09,False,0,True,16,12,17.91,Over-forecast
2024-03-07,Home Goods,Table,South DC,Supplier C,42,52,46,6,97,3.5,88.46,80.77,True,6,False,0,-10,19.23,Under-forecast
2024-03-07,Home Goods,Chair,South DC,Supplier B,164,139,176,4,100,4.2,73.38,82.01,False,0,True,37,25,17.99,Over-forecast
2024-03-07,Home Goods,Chair,Central DC,Supplier C,81,98,86,6,97,3.1,87.76,82.65,True,12,False,0,-17,17.35,Under-forecast
2024-03-07,Home Goods,Lamp,South DC,Supplier B,51,57,54,2,97,4.08,94.74,89.47,True,3,False,0,-6,10.53,Accurate
2024-03-07,Home Goods,Lamp,East DC,Supplier E,116,105,130,7,105,4.7,76.19,89.52,False,0,True,25,11,10.48,Over-forecast
2024-03-07,Sports,Yoga Mat,East DC,Supplier A,65,59,72,3,100,4.7,77.97,89.83,False,0,True,13,6,10.17,Accurate
2024-03-07,Sports,Yoga Mat,South DC,Supplier C,137,159,147,8,100,4.06,92.45,86.16,True,12,False,0,-22,13.84,Under-forecast
2024-03-07,Sports,Dumbbells,West DC,Supplier A,104,117,111,2,100,4.42,94.87,88.89,True,6,False,0,-13,11.11,Under-forecast
2024-03-07,Sports,Dumbbells,Central DC,Supplier C,128,154,137,4,97,3.65,88.96,83.12,True,17,False,0,-26,16.88,Under-forecast
2024-03-07,Sports,Tennis Racket,East DC,Supplier A,89,102,93,1,97,3.89,91.18,87.25,True,9,False,0,-13,12.75,Under-forecast
2024-03-07,Sports,Tennis Racket,West DC,Supplier B,104,87,118,2,97,4.18,64.37,80.46,False,0,True,31,17,19.54,Over-forecast
2024-03-07,Beauty,Hair Dryer,West DC,Supplier E,162,146,183,11,101,4.17,74.66,89.04,False,0,True,37,16,10.96,Over-forecast
2024-03-07,Beauty,Hair Dryer,South DC,Supplier B,124,141,134,1,99,3.82,95.04,87.94,True,7,False,0,-17,12.06,Under-forecast
2024-03-07,Beauty,Skincare,West DC,Supplier B,216,197,229,6,100,4.74,83.76,90.36,False,0,False,32,19,9.64,Over-forecast
2024-03-07,Beauty,Skincare,East DC,Supplier C,237,214,254,6,101,4.24,81.31,89.25,False,0,False,40,23,10.75,Over-forecast
2024-03-07,Beauty,Shampoo,East DC,Supplier E,105,125,113,14,105,3.92,90.4,84.0,True,12,False,0,-20,16.0,Under-forecast
2024-03-07,Beauty,Shampoo,West DC,Supplier C,84,93,89,10,90,4.23,95.7,90.32,True,4,False,0,-9,9.68,Accurate
2024-03-08,Electronics,Smart Watch,Central DC,Supplier A,104,91,113,4,100,4.05,75.82,85.71,False,0,True,22,13,14.29,Over-forecast
2024-03-08,Electronics,Smart Watch,South DC,Supplier B,148,172,161,5,100,3.96,93.6,86.05,True,11,False,0,-24,13.95,Under-forecast
2024-03-08,Electronics,Camera,South DC,Supplier C,155,176,176,5,100,4.28,100.0,88.07,False,0,False,0,-21,11.93,Under-forecast
2024-03-08,Electronics,Camera,West DC,Supplier E,109,95,121,11,97,4.74,72.63,85.26,False,0,True,26,14,14.74,Over-forecast
2024-03-08,Electronics,Phone,West DC,Supplier E,95,80,101,15,50,3.63,73.75,81.25,False,0,True,21,15,18.75,Over-forecast
2024-03-08,Electronics,Phone,Central DC,Supplier C,194,174,203,8,97,4.39,83.33,88.51,False,0,False,29,20,11.49,Over-forecast
2024-03-08,Clothing,Sweater,East DC,Supplier C,146,169,154,6,100,3.86,91.12,86.39,True,15,False,0,-23,13.61,Under-forecast
2024-03-08,Clothing,Sweater,Central DC,Supplier C,128,147,135,6,97,3.92,91.84,87.07,True,12,False,0,-19,12.93,Under-forecast
2024-03-08,Clothing,Jeans,East DC,Supplier A,341,285,381,2,100,4.21,66.32,80.35,False,0,True,96,56,19.65,Over-forecast
2024-03-08,Clothing,Jeans,West DC,Supplier E,131,118,149,16,97,4.27,73.73,88.98,False,0,True,31,13,11.02,Over-forecast
2024-03-08,Clothing,Shoes,West DC,Supplier D,267,225,292,12,90,4.12,70.22,81.33,False,0,True,67,42,18.67,Over-forecast
2024-03-08,Clothing,Shoes,East DC,Supplier C,252,234,285,6,97,4.6,78.21,92.31,False,0,True,51,18,7.69,Over-forecast
2024-03-08,Food,Eggs,East DC,Supplier E,213,244,239,26,40,3.31,97.95,87.3,True,5,False,0,-31,12.7,Under-forecast
2024-03-08,Food,Eggs,South DC,Supplier A,176,216,186,3,100,3.93,86.11,81.48,True,30,False,0,-40,18.52,Under-forecast
2024-03-08,Food,Bread,West DC,Supplier D,235,276,250,11,90,4.07,90.58,85.14,True,26,False,0,-41,14.86,Under-forecast
2024-03-08,Food,Bread,Central DC,Supplier B,269,305,292,2,97,3.62,95.74,88.2,True,13,False,0,-36,11.8,Under-forecast
2024-03-08,Food,Milk,East DC,Supplier E,276,246,297,11,90,4.34,79.27,87.8,False,0,True,51,30,12.2,Over-forecast
2024-03-08,Food,Milk,West DC,Supplier C,241,286,275,7,90,4.16,96.15,84.27,True,11,False,0,-45,15.73,Under-forecast
2024-03-08,Home Goods,Lamp,East DC,Supplier C,70,81,76,5,103,3.79,93.83,86.42,True,5,False,0,-11,13.58,Under-forecast
2024-03-08,Home Goods,Lamp,Central DC,Supplier A,131,120,140,3,97,4.8,83.33,90.83,False,0,False,20,11,9.17,Over-forecast
2024-03-08,Home Goods,Rug,South DC,Supplier A,122,107,137,2,100,4.33,71.96,85.98,False,0,True,30,15,14.02,Over-forecast
2024-03-08,Home Goods,Rug,West DC,Supplier E,95,86,104,14,97,4.33,79.07,89.53,False,0,True,18,9,10.47,Accurate
2024-03-08,Home Goods,Table,West DC,Supplier D,103,124,114,8,103,3.65,91.94,83.06,True,10,False,0,-21,16.94,Under-forecast
2024-03-08,Home Goods,Table,East DC,Supplier D,59,70,65,10,90,4.24,92.86,84.29,True,5,False,0,-11,15.71,Under-forecast
2024-03-08,Sports,Dumbbells,South DC,Supplier E,96,86,107,8,107,4.49,75.58,88.37,False,0,True,21,10,11.63,Accurate
2024-03-08,Sports,Dumbbells,Central DC,Supplier B,70,63,80,6,100,4.55,73.02,88.89,False,0,True,17,7,11.11,Accurate
2024-03-08,Sports,Yoga Mat,East DC,Supplier C,157,182,179,8,100,3.78,98.35,86.26,True,3,False,0,-25,13.74,Under-forecast
2024-03-08,Sports,Yoga Mat,South DC,Supplier C,204,171,231,6,100,4.31,64.91,80.7,False,0,True,60,33,19.3,Over-forecast
2024-03-08,Sports,Fitness Tracker,Central DC,Supplier E,60,69,63,12,99,3.65,91.3,86.96,True,6,False,0,-9,13.04,Accurate
2024-03-08,Sports,Fitness Tracker,South DC,Supplier C,67,62,75,8,100,5.0,79.03,91.94,False,0,True,13,5,8.06,Accurate
2024-03-08,Beauty,Makeup,East DC,Supplier B,232,196,266,3,100,4.4,64.29,81.63,False,0,True,70,36,18.37,Over-forecast
2024-03-08,Beauty,Makeup,West DC,Supplier B,100,86,110,3,100,4.11,72.09,83.72,False,0,True,24,14,16.28,Over-forecast
2024-03-08,Beauty,Shampoo,West DC,Supplier B,198,179,223,4,99,4.35,75.42,89.39,False,0,True,44,19,10.61,Over-forecast
2024-03-08,Beauty,Shampoo,East DC,Supplier E,180,213,195,13,109,4.5,91.55,84.51,True,18,False,0,-33,15.49,Under-forecast
2024-03-08,Beauty,Hair Dryer,Central DC,Supplier B,69,82,74,2,97,3.66,90.24,84.15,True,8,False,0,-13,15.85,Under-forecast
2024-03-08,Beauty,Hair Dryer,South DC,Supplier A,60,70,67,1,97,3.96,95.71,85.71,True,3,False,0,-10,14.29,Under-forecast
2024-03-09,Electronics,Smart Watch,West DC,Supplier B,175,211,184,2,97,3.37,87.2,82.94,True,27,False,0,-36,17.06,Under-forecast
2024-03-09,Electronics,Smart Watch,South DC,Supplier A,247,219,279,2,97,4.62,72.6,87.21,False,0,True,60,28,12.79,Over-forecast
2024-03-09,Electronics,Tablet,Central DC,Supplier C,139,123,158,7,100,4.48,71.54,86.99,False,0,True,35,16,13.01,Over-forecast
2024-03-09,Electronics,Tablet,East DC,Supplier E,255,228,275,9,99,4.02,79.39,88.16,False,0,True,47,27,11.84,Over-forecast
2024-03-09,Electronics,Headphones,Central DC,Supplier E,163,142,180,10,99,4.37,73.24,85.21,False,0,True,38,21,14.79,Over-forecast
2024-03-09,Electronics,Headphones,West DC,Supplier B,107,120,121,3,99,4.51,99.17,89.17,False,0,False,1,-13,10.83,Under-forecast
2024-03-09,Clothing,Shoes,West DC,Supplier C,172,215,188,9,100,3.34,87.44,80.0,True,27,False,0,-43,20.0,Under-forecast
2024-03-09,Clothing,Shoes,East DC,Supplier E,170,151,181,10,97,4.57,80.13,87.42,False,0,False,30,19,12.58,Over-forecast
2024-03-09,Clothing,Jeans,East DC,Supplier E,151,168,172,19,90,4.43,97.62,89.88,False,0,False,4,-17,10.12,Under-forecast
